,author,publishedAt,source,url,urlToImage,char,transgender,new,year,woman,people,state,gender,school,news,right,court,week,political,trans,care,genderaffirming,child,ohio,site,said,story,online,republican,medical,ban,gov,medium,president,group,tuesday,time,life,lgbtq,student,wednesday,city,social,say,public,minor,brianna,parent,light,florida,campaign,world,mike,bud,house,commentator,discussing,department,sport,according,mediagazer,day,law,legal,supreme,case,american,autogenerated,memeorandum,sister,humanedited,summary,nowunlike,techmeme,person,bathroom
0,Grace Dean,2024-01-29T14:33:43Z,business-insider,https://www.businessinsider.com/new-york-restaurant-transgender-cook-harassment-not-real-man-misgender-2024-1,https://i.insider.com/65b796ba6c8f0a134f7aa55e?width=1200&format=jpeg,0.03950496811261407,0.17562479693501634,0.12913352279896875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,"Kiara Alfonseca, Lilia Geho",2024-01-24T20:16:13Z,abc-news,https://abcnews.go.com/US/ohio-senate-overrides-governor-veto-trans-care-sports/story?id=106634032,https://i.abcnewsfe.com/a/46d2385c-3cff-40a4-9eef-138f0f4c269b/Kristina-Roegner-gty-bb-240124_1706108840342_hpMain_16x9.jpg?w=1600,0.04129070702337332,0.09178177306220517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16293655233499627,0.16416731027146703,0.0,0.3545926140967194,0.0,0.0,0.0,0.0,0.0,0.1772963070483597,0.1772963070483597,0.1772963070483597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18481293787286995,0.0,0.0,0.0,0.0,0.0,0.0,0.18692762340136104,0.0,0.18481293787286995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Megan Janetsky / AP,2024-01-16T04:15:00Z,time,https://time.com/6555824/transgender-lgbt-killings-mexico/,https://api.time.com/wp-content/uploads/2024/01/mexico-LGBT.jpg?quality=85,0.04419704912679747,0.09824204585982545,0.0,0.0,0.0,0.14789354319783285,0.0,0.0,0.0,0.0,0.17312602206213176,0.0,0.1694969197382066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18297317074387548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1879742761199982,0.0,0.0,0.0,0.0,0.0,0.0,0.1897757184971532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20499325680377434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,AMY BETH HANSON / AP,2024-01-31T16:25:37Z,time,https://time.com/6590528/utah-joins-states-regulating-bathroom-access-transgender-people/,https://api.time.com/wp-content/uploads/2024/01/AP24026835835725.jpg?quality=85,0.03852819457959946,0.08564120758212161,0.0,0.0,0.0,0.25784849088206024,0.1335328846125936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16090347699686627,0.0,0.0,0.16543447929668195,0.0,0.0,0.0,0.16543447929668195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17057130603669235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17650133730921888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36703015130106337
4,PAT EATON-ROBB / AP,2024-01-25T20:04:28Z,time,https://time.com/6588724/transgender-veterans-lawsuit-surgery-va/,https://api.time.com/wp-content/uploads/2024/01/GettyImages-1255423564.jpg?quality=85,0.03860828980126448,0.08581924477228317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.153502314389217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1642047483035135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17280671557354985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,https://www.facebook.com/bbcnews,2024-02-02T12:30:54Z,bbc-news,https://www.bbc.co.uk/news/uk-68153179,https://ichef.bbci.co.uk/news/1024/branded_news/10C68/production/_132521786_blur-scarlettinsta.jpg,0.03607664722749101,0.0,0.11792705499676186,0.0,0.0,0.0,0.0,0.0,0.1365073015669646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15804215106399927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,,2024-02-06T18:31:04Z,,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_61617b42-39b2-49ed-b813-a7331c47d889,,0.03475204005548759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1555465401959496,0.0
7,,2024-01-18T05:06:46Z,,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_24904ae0-6e35-489b-9473-396b37939224,,0.03506781126575748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15695989950298725,0.0
8,Kiara Alfonseca,2024-01-16T19:48:05Z,abc-news,https://abcnews.go.com/International/slate-transgender-deaths-days-2024-prompts-outrage-mexico/story?id=106407774,https://i.abcnewsfe.com/a/ef3c7fa0-124c-41c9-8ae3-c06b8bcc8b6f/trans-protest-1-gty-bb-240116_1705417878435_hpMain_16x9.jpg?w=1600,0.04189847851484165,0.18626547830842685,0.13695741039747392,0.1363376336140412,0.14157372952798944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18354603821799897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,,2024-01-26T19:14:45Z,espn,https://www.espn.com/olympics/swimming/story/_/id/39394776/transgender-swimmer-lia-thomas-asks-cas-end-race-ban-rules,https://a.espncdn.com/combiner/i?img=%2Fphoto%2F2022%2F0123%2Fr964818_1296x729_16%2D9.jpg,0.03515768828570761,0.07814918174697177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14312884448721838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15564946329718235,0.0,0.0,0.0,0.0,0.0,0.0,0.16106072622499104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,PAN PYLAS Associated Press,2024-02-02T12:22:28Z,abc-news,https://abcnews.go.com/International/wireStory/16-year-convicted-killers-transgender-teenager-england-named-106891682,https://i.abcnewsfe.com/a/bf7ee32c-abed-4e52-bad4-72d87a4e3213/wirestory_5bc706defe2e2a2c090dde62ee8364d2_16x9.jpg?w=1600,0.043237920801536746,0.09611007707961587,0.0,0.14069617832028636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1760239066932515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18565736058291493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2005446602804211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Erin Snodgrass,2024-02-06T22:31:20Z,business-insider,https://www.businessinsider.com/elon-musk-x-gina-carano-sue-disney-star-wars-firing-2024-2,https://i.insider.com/65c2a7ef7a3d27148878596b?width=1200&format=jpeg,0.037737966970761164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Charlotte Colombo,2024-02-06T08:00:45Z,,https://readwrite.com/february-6th-is-safer-internet-day-it-matters-now-more-than-ever/,https://readwrite.com/wp-content/uploads/2024/02/Safer-Internet-Day.jpg,0.03610507768752924,0.0,0.0,0.11748590946148965,0.0,0.12081593617986944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16160259682119987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,https://www.facebook.com/bbcnews,2024-02-08T21:04:25Z,bbc-news,https://www.bbc.co.uk/news/world-us-canada-68245076,https://ichef.bbci.co.uk/news/1024/branded_news/13D1B/production/_132597118_gettyimages-1546575693.jpg,0.03562174443046342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1529546039152728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16521956891019993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Erin Walsh,2024-01-26T21:04:32Z,bleacher-report,https://bleacherreport.com/articles/10106761-lia-thomas-asks-cas-to-end-ban-on-transgender-swimmers-in-womens-races,"https://media.bleacherreport.com/image/upload/c_fill,g_faces,w_3800,h_2000,q_95/v1706301215/xirzpne9lifo8rl72sen.jpg",0.03747510869873235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15256318792902432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1609126812665146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17167705036033287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Hannah Jocelyn,2024-01-19T14:05:30Z,,https://www.stereogum.com/2246663/against-me-transgender-dysphoria-blues-turns-10/reviews/the-anniversary/,https://static.stereogum.com/uploads/2024/01/a0730447022_10-1704316974.jpeg,0.03771487876262405,0.0,0.0,0.0,0.2548749374385644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1635448860952305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,,2024-02-01T00:03:58Z,,https://www.stopkosa.com/,https://www.fightforthefuture.org/wp-content/uploads/2023/02/Twitter-post-2.png,0.03761863780623838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1683771355092272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,The Associated Press,2024-01-31T05:21:40Z,,https://www.npr.org/2024/01/31/1228062034/utah-ban-dei-efforts-campus-government,https://media.npr.org/assets/img/2024/01/31/ap24026707131782_wide-190fa50cd685e18cc6402193207ea4602f98441a-s1400-c100.jpg,0.03276150693640248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12740990035337474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14067315897195415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14067315897195415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,Ian Millhiser,2024-01-17T12:00:00Z,,https://www.vox.com/scotus/2024/1/17/24040460/supreme-court-transgender-sports-bathrooms-metropolitan-school-ac,https://cdn.vox-cdn.com/thumbor/k329dpYCVm0yjjaXjjccNdaw_yA=/0x223:3100x1846/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/25229919/1174752369.jpg,0.03793270363354724,0.0,0.0,0.12343300361488362,0.0,0.0,0.0,0.0,0.0,0.0,0.1485877047423972,0.30885216315845454,0.0,0.0,0.14752074742673785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16448945081007577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35187636327957994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Arek Sarkissian,2024-01-31T20:20:04Z,politico,https://www.politico.com/news/2024/01/31/florida-transgender-residents-change-gender-drivers-licenses-00138824,https://static.politico.com/d8/a7/cf560ee0481ea522934d71858d1a/transgender-seniors-14042.jpg,0.044193757225372776,0.0,0.1444601990303223,0.0,0.0,0.0,0.15316886629557785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17570951861814196,0.17570951861814196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20245582062979553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Elena Moore,2024-02-09T10:01:11Z,,https://www.npr.org/2024/02/09/1230230538/gen-z-millennials-mental-health-gun-violence-biden-trump-election-2024,https://media.npr.org/assets/img/2024/02/08/gettyimages-1236992135_wide-6107e8c0a9b57101ed5193f6685df765d8a09b9f-s1400-c100.jpg,0.036723371781765046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1428176410943937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16087527851785785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,"Aimee Bailey, Jai Mackenzie",2024-01-25T17:29:49Z,,https://phys.org/news/2024-01-tide-transgender-charity-mermaids.html,https://scx2.b-cdn.net/gfx/news/hires/2019/1-transgender.jpg,0.04318145022017833,0.095984553191638,0.0,0.0,0.0,0.1444951144851639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18541488409719978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Luke Barr,2024-01-16T23:42:54Z,abc-news,https://abcnews.go.com/US/club-shooter-charged-50-federal-hate-crimes/story?id=106428071,https://i.abcnewsfe.com/a/ecdc0aee-bc56-4ae2-aa6b-4f615c8fb417/club-q-1-gty-gmh-240116_1705446762226_hpMain_16x9.jpg?w=1600,0.03583042457039137,0.0,0.0,0.0,0.0,0.11989688335968421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,BBC Sport,2024-01-23T13:18:41Z,bbc-news,https://www.bbc.co.uk/sport/golf/68067554,https://ichef.bbci.co.uk/news/1024/branded_sport/70A8/production/_132404882_hailey_davidson_instagram.jpg,0.038063530968940176,0.08460834442384112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16674615779812368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,Bianca Quilantan,2024-02-03T16:23:00Z,politico,https://www.politico.com/news/2024/02/03/education-department-title-ix-00139459,https://static.politico.com/e3/c7/c9f1eb1344fd8cdc444edd5be789/affirmative-action-education-legacy-admissions-00797.jpg,0.041111360614058054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1701986027068986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18009788502913984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18401020187748623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Associated Press,2024-02-06T16:57:37Z,time,https://time.com/6692003/first-russians-jailed-lgbtq-activism-outlawed/,https://api.time.com/wp-content/uploads/2024/02/first-russians-jailed-lgbtq-activism-outlawed.jpg?quality=85,0.03562003535669124,0.0,0.0,0.0,0.0,0.11919287241597952,0.0,0.0,0.0,0.0,0.13952865969229214,0.14501108433996882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1529472654003835,0.0,0.15149541640966896,0.0,0.0,0.0,0.15604185647433014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1652116419420969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,TMZ Staff,2024-02-09T16:52:32Z,,https://www.tmz.com/2024/02/09/transgender-woman-sued-ex-boyfriend-balls-thrown-out-lawsuit-tossed/,https://imagez.tmz.com/image/07/16by9/2024/02/09/07e2caf99be74c398434de8bb642b82f_xl.png,0.03839807926535618,0.08535198477377798,0.0,0.0,0.12974598317173236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1780966711382164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,Dan Roan,2024-01-26T11:15:48Z,bbc-news,https://www.bbc.co.uk/sport/swimming/68104658,https://ichef.bbci.co.uk/news/1024/branded_sport/C240/production/_123782794_lt_usa.jpg,0.041377737137084175,0.09197522526300343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18955536378524515,0.0,0.0,0.19191681939142138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,,2024-01-30T08:22:51Z,bbc-news,https://www.bbc.co.uk/sport/football/68122079,https://ichef.bbci.co.uk/live-experience/cps/624/cpsprodpb/7C0E/production/_132485713_gettyimages-1437883162.jpg,0.032857280884002776,0.0,0.10740361612370712,0.0,0.11102378801772503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14393896739563966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,Keegan Kelly,2024-01-19T22:30:00Z,,https://www.cracked.com/article_40842_kevin-hart-on-dave-chappelle-you-have-the-option-of-just-not-watching.html,https://s3.crackedcdn.com/phpimages/article/3/3/8/1012338.jpg,0.039429709258785195,0.0,0.0,0.0,0.0,0.131940921956404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15334262057531634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,staff@slashfilm.com (BJ Colangelo),2024-02-05T17:00:30Z,,https://www.slashfilm.com/1508606/will-ferrell-trans-documentary-will-harper-netflix-double-edged-sword/,https://www.slashfilm.com/img/gallery/will-ferrells-trans-documentary-will-harper-landing-at-netflix-is-a-double-edged-sword/l-intro-1706911993.jpg,0.04007969944606363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16058390310737025,0.0,0.0,0.0,0.0,0.0,0.0,0.16592758645647618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17379957448341246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
